region,crop,year,target_yield_centner_per_ha,sown_area,gross_harvest,dry_days_04,dry_days_05,dry_days_06,dry_days_07,dry_days_08,dry_days_09,hot_days_04,hot_days_05,hot_days_06,hot_days_07,hot_days_08,hot_days_09,humidity_mean_04,humidity_mean_05,humidity_mean_06,humidity_mean_07,humidity_mean_08,humidity_mean_09,precip_sum_04,precip_sum_05,precip_sum_06,precip_sum_07,precip_sum_08,precip_sum_09,rain_days_04,rain_days_05,rain_days_06,rain_days_07,rain_days_08,rain_days_09,rain_sum_04,rain_sum_05,rain_sum_06,rain_sum_07,rain_sum_08,rain_sum_09,temp_max_04,temp_max_05,temp_max_06,temp_max_07,temp_max_08,temp_max_09,temp_mean_04,temp_mean_05,temp_mean_06,temp_mean_07,temp_mean_08,temp_mean_09,temp_min_04,temp_min_05,temp_min_06,temp_min_07,temp_min_08,temp_min_09,season_temp_mean,season_temp_max,season_temp_min,season_precip_sum,season_rain_sum,season_humidity_mean,season_hot_days,season_dry_days,season_rain_days,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Эвенкийский автономный округ (Красноярский край),картофель,2006,128.5,0.12,15.55,23.0,19.0,24.0,28.0,18.0,18.0,0.0,0.0,7.0,14.0,0.0,0.0,67.17,62.32,57.97,54.0,68.9,67.37,23.9,54.9,22.3,23.9,56.7,37.1,7.0,12.0,6.0,3.0,13.0,12.0,4.0,50.5,22.3,23.9,56.7,35.0,9.4,22.3,31.2,30.7,24.4,19.8,-5.48,5.1,17.31,20.93,12.93,8.35,-20.1,-11.4,3.3,9.4,-0.1,-1.7,9.91,31.2,-20.1,218.8,192.4,62.93,21,130,53,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2000,258.0,,,23.0,22.0,21.0,23.0,19.0,20.0,0.0,0.0,3.0,2.0,1.0,0.0,67.3,55.1,63.5,67.03,71.81,69.87,31.5,35.3,55.2,39.3,67.8,35.6,7.0,9.0,9.0,8.0,12.0,10.0,15.5,27.0,55.2,39.3,67.8,34.4,10.2,18.8,29.5,28.9,27.9,20.4,-2.73,6.29,16.24,16.27,15.22,6.08,-18.6,-7.9,4.6,4.6,3.6,-4.4,9.61,29.5,-18.6,264.7,239.2,65.75,6,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2001,200.3,,,24.0,22.0,20.0,22.0,23.0,21.0,0.0,0.0,6.0,4.0,4.0,0.0,66.47,63.52,61.53,63.9,70.39,66.43,15.0,45.4,49.8,54.2,60.8,38.1,6.0,9.0,10.0,9.0,8.0,9.0,3.1,38.1,49.8,54.2,60.8,37.8,10.3,26.9,29.6,32.3,29.2,20.2,-4.87,6.59,18.2,19.09,17.67,6.25,-19.5,-18.3,6.8,7.8,8.9,-2.3,10.55,32.3,-19.5,263.3,243.8,65.38,14,132,51,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2002,253.3,,,25.0,20.0,17.0,21.0,24.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,68.13,63.32,69.27,70.1,69.61,63.23,19.7,29.3,98.4,38.5,44.8,28.5,5.0,11.0,13.0,10.0,7.0,6.0,1.9,26.9,98.4,38.5,44.8,25.2,9.7,25.9,26.6,33.0,30.3,21.6,-4.59,8.29,15.3,20.08,14.39,6.8,-18.9,-14.0,3.5,10.2,5.9,-3.4,10.11,33.0,-18.9,259.2,235.7,67.28,4,131,52,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2003,236.0,,,19.0,23.0,20.0,20.0,26.0,20.0,0.0,0.0,3.0,7.0,1.0,0.0,70.63,58.94,58.87,65.29,63.61,71.17,31.7,30.5,32.5,58.3,26.0,51.0,11.0,8.0,10.0,11.0,5.0,10.0,7.9,17.3,32.5,58.3,26.0,51.0,7.1,22.6,29.5,29.3,27.0,20.0,-2.84,4.03,16.08,19.03,16.08,7.63,-13.9,-14.0,0.5,7.8,5.9,-2.6,10.05,29.5,-14.0,230.0,193.0,64.72,11,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2004,270.0,,,24.0,22.0,22.0,20.0,20.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,67.57,65.16,65.33,70.45,68.94,73.73,26.7,32.5,49.1,90.6,45.5,53.9,6.0,9.0,8.0,11.0,11.0,12.0,9.7,25.8,49.1,90.6,45.5,53.6,9.7,19.9,28.3,25.6,24.2,18.6,-3.22,3.82,15.18,15.93,12.96,6.96,-14.6,-9.8,0.1,5.9,4.5,-3.8,8.64,28.3,-14.6,298.3,274.3,68.52,1,126,57,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2005,360.0,,,20.0,24.0,15.0,18.0,25.0,22.0,0.0,0.0,0.0,5.0,1.0,0.0,65.13,57.77,69.73,72.52,64.97,69.43,27.3,32.0,85.5,41.8,35.6,34.8,10.0,7.0,15.0,13.0,6.0,8.0,8.1,26.9,85.5,41.8,35.6,28.5,11.7,24.0,24.9,30.8,27.8,19.4,-3.07,8.05,15.08,19.31,14.59,8.64,-19.5,-5.0,3.9,10.5,3.8,0.1,10.49,30.8,-19.5,257.0,226.4,66.57,6,124,59,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),морковь столовая,2006,247.5,,,23.0,19.0,24.0,28.0,18.0,18.0,0.0,0.0,7.0,14.0,0.0,0.0,67.17,62.32,57.97,54.0,68.9,67.37,23.9,54.9,22.3,23.9,56.7,37.1,7.0,12.0,6.0,3.0,13.0,12.0,4.0,50.5,22.3,23.9,56.7,35.0,9.4,22.3,31.2,30.7,24.4,19.8,-5.48,5.1,17.31,20.93,12.93,8.35,-20.1,-11.4,3.3,9.4,-0.1,-1.7,9.91,31.2,-20.1,218.8,192.4,62.93,21,130,53,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2000,88.2,,,23.0,22.0,21.0,23.0,19.0,20.0,0.0,0.0,3.0,2.0,1.0,0.0,67.3,55.1,63.5,67.03,71.81,69.87,31.5,35.3,55.2,39.3,67.8,35.6,7.0,9.0,9.0,8.0,12.0,10.0,15.5,27.0,55.2,39.3,67.8,34.4,10.2,18.8,29.5,28.9,27.9,20.4,-2.73,6.29,16.24,16.27,15.22,6.08,-18.6,-7.9,4.6,4.6,3.6,-4.4,9.61,29.5,-18.6,264.7,239.2,65.75,6,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2001,100.0,,,24.0,22.0,20.0,22.0,23.0,21.0,0.0,0.0,6.0,4.0,4.0,0.0,66.47,63.52,61.53,63.9,70.39,66.43,15.0,45.4,49.8,54.2,60.8,38.1,6.0,9.0,10.0,9.0,8.0,9.0,3.1,38.1,49.8,54.2,60.8,37.8,10.3,26.9,29.6,32.3,29.2,20.2,-4.87,6.59,18.2,19.09,17.67,6.25,-19.5,-18.3,6.8,7.8,8.9,-2.3,10.55,32.3,-19.5,263.3,243.8,65.38,14,132,51,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2002,99.5,,,25.0,20.0,17.0,21.0,24.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,68.13,63.32,69.27,70.1,69.61,63.23,19.7,29.3,98.4,38.5,44.8,28.5,5.0,11.0,13.0,10.0,7.0,6.0,1.9,26.9,98.4,38.5,44.8,25.2,9.7,25.9,26.6,33.0,30.3,21.6,-4.59,8.29,15.3,20.08,14.39,6.8,-18.9,-14.0,3.5,10.2,5.9,-3.4,10.11,33.0,-18.9,259.2,235.7,67.28,4,131,52,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2003,90.0,,,19.0,23.0,20.0,20.0,26.0,20.0,0.0,0.0,3.0,7.0,1.0,0.0,70.63,58.94,58.87,65.29,63.61,71.17,31.7,30.5,32.5,58.3,26.0,51.0,11.0,8.0,10.0,11.0,5.0,10.0,7.9,17.3,32.5,58.3,26.0,51.0,7.1,22.6,29.5,29.3,27.0,20.0,-2.84,4.03,16.08,19.03,16.08,7.63,-13.9,-14.0,0.5,7.8,5.9,-2.6,10.05,29.5,-14.0,230.0,193.0,64.72,11,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2004,100.0,,,24.0,22.0,22.0,20.0,20.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,67.57,65.16,65.33,70.45,68.94,73.73,26.7,32.5,49.1,90.6,45.5,53.9,6.0,9.0,8.0,11.0,11.0,12.0,9.7,25.8,49.1,90.6,45.5,53.6,9.7,19.9,28.3,25.6,24.2,18.6,-3.22,3.82,15.18,15.93,12.96,6.96,-14.6,-9.8,0.1,5.9,4.5,-3.8,8.64,28.3,-14.6,298.3,274.3,68.52,1,126,57,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2005,150.0,,,20.0,24.0,15.0,18.0,25.0,22.0,0.0,0.0,0.0,5.0,1.0,0.0,65.13,57.77,69.73,72.52,64.97,69.43,27.3,32.0,85.5,41.8,35.6,34.8,10.0,7.0,15.0,13.0,6.0,8.0,8.1,26.9,85.5,41.8,35.6,28.5,11.7,24.0,24.9,30.8,27.8,19.4,-3.07,8.05,15.08,19.31,14.59,8.64,-19.5,-5.0,3.9,10.5,3.8,0.1,10.49,30.8,-19.5,257.0,226.4,66.57,6,124,59,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),огурцы,2006,246.7,,,23.0,19.0,24.0,28.0,18.0,18.0,0.0,0.0,7.0,14.0,0.0,0.0,67.17,62.32,57.97,54.0,68.9,67.37,23.9,54.9,22.3,23.9,56.7,37.1,7.0,12.0,6.0,3.0,13.0,12.0,4.0,50.5,22.3,23.9,56.7,35.0,9.4,22.3,31.2,30.7,24.4,19.8,-5.48,5.1,17.31,20.93,12.93,8.35,-20.1,-11.4,3.3,9.4,-0.1,-1.7,9.91,31.2,-20.1,218.8,192.4,62.93,21,130,53,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2000,158.3,,,23.0,22.0,21.0,23.0,19.0,20.0,0.0,0.0,3.0,2.0,1.0,0.0,67.3,55.1,63.5,67.03,71.81,69.87,31.5,35.3,55.2,39.3,67.8,35.6,7.0,9.0,9.0,8.0,12.0,10.0,15.5,27.0,55.2,39.3,67.8,34.4,10.2,18.8,29.5,28.9,27.9,20.4,-2.73,6.29,16.24,16.27,15.22,6.08,-18.6,-7.9,4.6,4.6,3.6,-4.4,9.61,29.5,-18.6,264.7,239.2,65.75,6,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2001,152.3,,,24.0,22.0,20.0,22.0,23.0,21.0,0.0,0.0,6.0,4.0,4.0,0.0,66.47,63.52,61.53,63.9,70.39,66.43,15.0,45.4,49.8,54.2,60.8,38.1,6.0,9.0,10.0,9.0,8.0,9.0,3.1,38.1,49.8,54.2,60.8,37.8,10.3,26.9,29.6,32.3,29.2,20.2,-4.87,6.59,18.2,19.09,17.67,6.25,-19.5,-18.3,6.8,7.8,8.9,-2.3,10.55,32.3,-19.5,263.3,243.8,65.38,14,132,51,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2002,270.3,,,25.0,20.0,17.0,21.0,24.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,68.13,63.32,69.27,70.1,69.61,63.23,19.7,29.3,98.4,38.5,44.8,28.5,5.0,11.0,13.0,10.0,7.0,6.0,1.9,26.9,98.4,38.5,44.8,25.2,9.7,25.9,26.6,33.0,30.3,21.6,-4.59,8.29,15.3,20.08,14.39,6.8,-18.9,-14.0,3.5,10.2,5.9,-3.4,10.11,33.0,-18.9,259.2,235.7,67.28,4,131,52,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2003,134.0,,,19.0,23.0,20.0,20.0,26.0,20.0,0.0,0.0,3.0,7.0,1.0,0.0,70.63,58.94,58.87,65.29,63.61,71.17,31.7,30.5,32.5,58.3,26.0,51.0,11.0,8.0,10.0,11.0,5.0,10.0,7.9,17.3,32.5,58.3,26.0,51.0,7.1,22.6,29.5,29.3,27.0,20.0,-2.84,4.03,16.08,19.03,16.08,7.63,-13.9,-14.0,0.5,7.8,5.9,-2.6,10.05,29.5,-14.0,230.0,193.0,64.72,11,128,55,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2004,220.1,,,24.0,22.0,22.0,20.0,20.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,67.57,65.16,65.33,70.45,68.94,73.73,26.7,32.5,49.1,90.6,45.5,53.9,6.0,9.0,8.0,11.0,11.0,12.0,9.7,25.8,49.1,90.6,45.5,53.6,9.7,19.9,28.3,25.6,24.2,18.6,-3.22,3.82,15.18,15.93,12.96,6.96,-14.6,-9.8,0.1,5.9,4.5,-3.8,8.64,28.3,-14.6,298.3,274.3,68.52,1,126,57,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2005,210.0,,,20.0,24.0,15.0,18.0,25.0,22.0,0.0,0.0,0.0,5.0,1.0,0.0,65.13,57.77,69.73,72.52,64.97,69.43,27.3,32.0,85.5,41.8,35.6,34.8,10.0,7.0,15.0,13.0,6.0,8.0,8.1,26.9,85.5,41.8,35.6,28.5,11.7,24.0,24.9,30.8,27.8,19.4,-3.07,8.05,15.08,19.31,14.59,8.64,-19.5,-5.0,3.9,10.5,3.8,0.1,10.49,30.8,-19.5,257.0,226.4,66.57,6,124,59,,,,,,,,,,,,,,,,
Эвенкийский автономный округ (Красноярский край),помидоры,2006,247.7,,,23.0,19.0,24.0,28.0,18.0,18.0,0.0,0.0,7.0,14.0,0.0,0.0,67.17,62.32,57.97,54.0,68.9,67.37,23.9,54.9,22.3,23.9,56.7,37.1,7.0,12.0,6.0,3.0,13.0,12.0,4.0,50.5,22.3,23.9,56.7,35.0,9.4,22.3,31.2,30.7,24.4,19.8,-5.48,5.1,17.31,20.93,12.93,8.35,-20.1,-11.4,3.3,9.4,-0.1,-1.7,9.91,31.2,-20.1,218.8,192.4,62.93,21,130,53,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2000,101.6,0.19,18.82,22.0,24.0,18.0,27.0,15.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,80.73,72.13,72.77,63.16,81.35,79.87,35.5,43.3,76.8,19.8,122.1,18.7,8.0,7.0,12.0,4.0,16.0,7.0,11.8,42.9,76.8,19.8,122.1,10.3,5.1,18.0,26.2,28.8,22.1,19.9,-5.34,2.36,11.28,14.16,12.59,4.48,-19.7,-14.4,-0.9,5.6,1.9,-8.3,6.64,28.8,-19.7,316.2,283.7,74.96,3,129,54,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2001,151.0,0.17,25.03,26.0,19.0,14.0,21.0,21.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,81.13,76.35,75.9,71.65,80.52,81.27,16.5,54.4,138.5,95.5,70.9,14.7,4.0,12.0,16.0,10.0,10.0,4.0,3.8,45.1,138.5,95.5,70.9,14.1,4.2,17.5,18.9,25.1,27.2,14.6,-6.95,2.35,9.3,12.22,12.86,6.24,-22.3,-7.8,0.5,4.8,4.6,-3.8,6.05,27.2,-22.3,390.5,367.9,77.78,1,127,56,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2002,148.3,0.14,21.32,28.0,21.0,15.0,15.0,20.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,79.57,74.74,74.83,72.23,79.42,79.93,5.2,48.8,104.6,69.1,69.9,35.6,2.0,10.0,15.0,16.0,11.0,7.0,1.2,36.7,104.5,69.1,69.9,29.5,8.8,16.0,24.3,29.7,18.1,10.6,-6.76,1.32,8.57,14.03,9.53,2.19,-29.5,-8.2,-0.7,4.2,3.8,-5.1,4.87,29.7,-29.5,333.2,310.9,76.77,2,122,61,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2003,164.8,0.13,21.52,26.0,23.0,14.0,22.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,78.52,72.23,70.61,75.87,82.4,45.4,47.3,74.2,55.2,37.5,67.6,4.0,8.0,16.0,9.0,6.0,18.0,0.1,38.3,65.8,55.2,37.5,61.5,2.2,15.8,25.7,25.1,25.8,15.8,-7.36,1.28,10.82,13.91,15.78,5.61,-24.3,-13.9,-2.4,5.4,6.4,-2.1,6.73,25.8,-24.3,327.2,258.4,76.4,0,122,61,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2004,99.6,0.1,9.81,25.0,20.0,20.0,28.0,21.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,76.3,85.1,74.67,64.48,73.94,83.37,9.9,36.6,69.7,36.4,36.5,73.1,5.0,11.0,10.0,3.0,10.0,13.0,0.0,5.8,66.2,36.4,36.5,72.7,-1.3,11.8,27.2,29.4,22.0,11.8,-14.87,-2.68,10.4,17.04,10.06,3.85,-25.3,-14.3,-5.6,5.7,4.7,-2.7,4.03,29.4,-25.3,262.2,217.6,76.28,3,131,52,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2005,99.3,0.09,8.53,23.0,23.0,16.0,19.0,25.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,77.7,81.48,72.47,72.61,76.94,80.33,39.5,38.1,65.8,83.2,39.0,38.4,7.0,8.0,14.0,12.0,6.0,11.0,2.7,27.8,63.3,83.2,39.0,37.4,0.3,17.5,24.5,28.9,20.0,17.8,-11.86,1.51,9.77,16.25,11.24,8.21,-27.9,-14.0,0.4,3.4,3.1,0.2,5.91,28.9,-27.9,304.0,253.4,76.92,2,125,58,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2006,81.5,0.07,5.14,24.0,26.0,18.0,15.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,81.03,81.35,72.27,76.1,76.87,82.17,16.6,34.6,61.2,181.6,24.5,73.5,6.0,5.0,12.0,16.0,8.0,14.0,0.0,22.5,61.2,181.6,24.5,56.3,-1.1,7.5,23.9,26.6,17.1,17.7,-14.98,-0.4,11.0,14.47,10.12,5.38,-29.3,-10.7,0.6,3.9,3.2,-3.9,4.33,26.6,-29.3,392.0,346.1,78.3,0,122,61,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2007,120.9,0.06,6.59,17.0,27.0,19.0,20.0,19.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,86.8,81.9,75.67,68.84,77.35,82.07,53.7,15.1,49.3,68.0,84.6,49.6,13.0,4.0,11.0,11.0,12.0,10.0,11.5,5.9,43.1,68.0,84.6,49.6,4.2,7.6,23.9,31.3,26.4,13.2,-3.64,-3.69,8.41,18.9,11.14,6.23,-17.6,-14.0,-3.3,7.9,3.8,-0.1,6.27,31.3,-17.6,320.3,262.7,78.73,9,122,61,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2008,179.0,0.05,9.32,23.0,23.0,21.0,19.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,79.23,83.39,73.63,71.77,79.84,80.83,28.9,21.5,47.3,89.3,74.4,40.7,7.0,8.0,9.0,12.0,12.0,8.0,2.5,12.3,46.7,89.3,74.4,39.5,3.4,4.6,19.6,22.6,18.0,17.7,-9.71,-2.5,7.88,15.29,11.05,6.07,-24.0,-13.4,-4.4,5.5,5.3,-3.2,4.73,22.6,-24.0,302.1,264.7,78.12,0,127,56,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2009,169.5,0.05,9.08,26.0,24.0,17.0,24.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,80.03,82.29,73.4,69.26,74.52,82.13,17.6,35.2,61.8,42.0,35.5,35.0,4.0,7.0,13.0,7.0,7.0,11.0,2.1,8.0,60.8,42.0,35.5,35.0,2.4,10.5,20.4,26.3,23.7,22.1,-9.07,-3.41,8.08,14.11,12.53,7.95,-22.7,-17.4,-1.7,3.4,3.3,0.2,5.07,26.3,-22.7,227.1,183.4,76.91,0,134,49,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2010,156.3,0.05,8.15,26.0,25.0,16.0,26.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,83.33,81.97,72.67,68.23,76.35,82.67,22.5,52.4,82.0,23.9,59.7,54.3,4.0,6.0,14.0,5.0,12.0,11.0,6.5,4.2,81.4,23.9,59.7,36.0,5.5,5.4,22.2,24.5,30.6,10.1,-8.1,-0.83,7.93,12.75,10.73,2.61,-25.1,-9.4,-1.8,5.1,1.4,-5.4,4.24,30.6,-25.1,294.8,211.7,77.5,1,131,52,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2011,161.6,0.05,7.68,17.0,24.0,24.0,22.0,21.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,87.07,79.55,64.1,67.06,75.39,84.3,81.0,62.9,50.3,32.7,41.5,35.0,13.0,7.0,6.0,9.0,10.0,11.0,35.3,17.3,50.3,32.7,41.5,35.0,4.1,22.0,29.6,25.5,20.3,13.6,-3.72,2.52,13.36,11.79,8.86,7.53,-19.1,-8.3,3.1,4.3,-0.5,2.0,6.74,29.6,-19.1,303.4,212.1,76.21,3,127,56,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2012,147.8,0.05,7.72,22.0,22.0,19.0,18.0,23.0,21.0,0.0,0.0,1.0,2.0,0.0,0.0,85.37,79.58,71.8,73.35,75.71,85.1,41.0,43.3,91.5,84.7,37.4,47.7,8.0,9.0,11.0,13.0,8.0,9.0,7.5,35.0,91.5,84.7,37.4,46.6,1.5,21.7,28.8,29.2,20.1,15.7,-5.11,1.54,15.81,15.85,10.7,6.73,-16.5,-10.7,1.9,6.6,3.2,-0.1,7.61,29.2,-16.5,345.6,302.7,78.45,3,125,58,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2013,117.9,0.07,8.02,24.0,28.0,23.0,27.0,20.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,84.43,76.71,65.37,59.29,71.84,79.07,20.6,13.8,43.2,34.3,44.1,25.1,6.0,3.0,7.0,4.0,11.0,6.0,2.0,4.5,43.2,34.3,44.1,7.7,2.5,16.0,25.2,30.4,24.5,16.0,-5.18,-0.28,11.05,19.52,12.79,4.23,-20.0,-9.3,-1.0,6.6,3.6,-6.5,7.08,30.4,-20.0,181.1,135.8,72.73,12,146,37,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2014,113.5,0.07,8.19,24.0,23.0,21.0,15.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82.17,79.77,73.33,73.97,75.32,79.27,20.6,62.6,118.8,89.4,39.9,43.2,6.0,8.0,9.0,16.0,10.0,9.0,1.7,33.8,118.4,89.3,39.9,38.4,3.2,8.9,23.5,21.7,22.8,11.6,-6.43,-0.13,10.78,10.73,11.42,3.89,-18.6,-10.1,-1.4,4.0,3.4,-1.3,5.08,23.5,-18.6,374.5,321.5,77.29,0,125,58,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2015,106.4,0.09,9.76,25.0,26.0,17.0,14.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,85.27,78.13,69.97,77.16,76.1,80.6,25.5,29.2,66.3,139.4,57.3,49.8,5.0,5.0,13.0,17.0,10.0,7.0,1.3,23.8,66.3,137.9,57.3,49.7,1.6,20.7,26.8,23.1,21.6,14.9,-4.54,4.75,12.87,12.47,9.93,5.2,-11.4,-4.4,5.0,2.5,3.4,-3.5,6.82,26.8,-11.4,367.5,336.3,77.86,0,126,57,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2016,120.1,0.08,8.98,23.0,25.0,20.0,28.0,18.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,87.4,76.61,69.1,58.55,76.48,85.9,36.8,25.0,116.0,24.8,114.1,60.0,7.0,6.0,10.0,3.0,13.0,10.0,8.1,17.6,116.0,24.8,114.1,60.0,5.0,21.4,26.8,29.9,25.7,20.3,-2.4,0.81,13.69,20.12,14.49,9.24,-11.1,-12.6,-0.7,9.6,3.1,-2.2,9.37,29.9,-12.6,376.7,340.6,75.59,7,134,49,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2017,99.0,0.08,7.65,21.0,22.0,16.0,29.0,17.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,81.4,80.45,74.07,52.9,77.58,80.6,50.0,57.7,91.2,4.1,98.4,38.1,9.0,9.0,14.0,2.0,14.0,7.0,0.4,7.6,91.2,4.1,98.4,37.4,1.9,2.8,20.4,29.1,20.9,13.5,-10.39,-4.75,9.46,17.61,11.12,4.04,-25.0,-16.2,-3.8,3.6,2.8,-3.5,4.57,29.1,-25.0,339.5,239.1,74.43,7,128,55,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2018,129.1,0.07,8.47,22.0,24.0,16.0,27.0,23.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,79.47,78.74,75.4,54.9,72.71,82.4,19.7,19.9,113.7,12.2,49.8,86.6,8.0,7.0,14.0,4.0,8.0,14.0,1.1,7.9,87.6,12.2,49.8,86.6,2.2,4.4,22.7,31.2,22.5,19.0,-9.09,-2.82,9.72,17.87,11.92,8.13,-24.0,-15.2,-4.7,5.6,3.2,-1.2,6.0,31.2,-24.0,301.9,245.2,73.85,7,128,55,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2019,117.0,0.07,8.01,25.0,20.0,20.0,20.0,18.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,78.63,79.39,71.53,69.9,79.84,84.7,12.0,101.0,59.2,98.1,136.3,89.0,5.0,11.0,10.0,11.0,13.0,15.0,0.5,50.9,52.2,98.1,136.3,72.0,3.2,12.8,23.9,32.2,19.7,19.5,-6.38,0.23,7.55,17.2,11.61,6.18,-20.1,-11.6,-0.6,6.3,5.2,-3.3,6.12,32.2,-20.1,495.6,410.0,77.32,5,118,65,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2020,150.1,0.05,7.66,22.0,13.0,21.0,27.0,20.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,85.87,81.26,70.1,66.16,77.0,83.67,48.4,106.8,66.2,40.0,72.2,69.9,8.0,18.0,9.0,4.0,11.0,14.0,14.7,99.3,66.0,40.0,72.2,69.9,4.8,21.0,23.5,28.5,25.6,19.9,-2.9,5.17,9.69,16.21,13.79,8.76,-14.8,-7.5,0.5,5.7,4.4,0.7,8.51,28.5,-14.8,403.5,362.1,77.3,1,119,64,,,,,,,,,,,,,,,,
